"      4월의 시작과 함께
봄맞이 기념 3번째 작은 나눔 엽니다~^o^
        준비한 상품들은
내돈내산
모두 제가 구매한 것들이고요.
            '벚꽃 테마'
함께 예뻐지자는 컨셉으로
세 번째 나눔 진행해요.
원하시는 상품의 번호를
1순위/2순위/3순위 이렇게 3개
댓글에 적어주세요.
각 한 분씩 총 5명께 드릴게요.
             늘 그렇듯
기존이웃 대상이구여~
(비공개 댓글 신청은 사절)
일주일 뒤인 4월 8일에 마감할게요.
이 포스트에선 답글 안 드려도 양해해 주세요^^
                              1번) 스타벅스 벚꽃 에디션 1명
차가운 음료용 컵과 컵받침 세트
(간식 약간도 함께)
                                           2번) 로레알 UV 퍼펙트 선크림 외
        구성
attibe 플라즈마 앰플,
로레알 UV 퍼펙트 선크림,
토니모리  피톤치드 모공젤 크림,
마스크팩 10매
3번) 마몽드 로즈워터 토너 외
    구성
마몽드 로즈워터 토너,
더마비 핑크 판타지 바디 스크럽,
메디플라워 곡물 페이싱 클렌징 폼,
마스크팩 10매
      4번) 퍼퓸홀릭 향수 샤워젤 외
  구성
BRTC 바이탈라이저 화이트닝 슬리핑 팩
달바 화이트 트러플 프리미엄 인텐시브 세럼,
퍼퓸홀릭 향수 샤워젤,
메디플라워 곡물 페이싱 클렌징 폼,
토니모리 립톤 겟잇틴트 워터바 1번 핑크 인 핑크
                      5번) AGE 20's 쿠션 외
           구성
한스킨 프리미엄 슈퍼 매직 B.B 크림,
AGE 20's 쿠션 (라이트 베이지),
더샘 커버 퍼펙션 팁 컨실러,
아임미미 아임립 크래용 매트 조이 (누드 톤),
아임미미 아임립 크래용 매트 로라 (진핑크)
          꽃보다 더 예쁜 당신~!
                      ",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"이웃님덜 저 화장 잘먹는 기초루틴 알아냈어요
다들 잘 아시다시피 제가 수부지라
메컵할때 피지랑 건조함 둘다 잡아줘야하거든요?
안그럼 쉽게 들뜨고 무너지고 그러는데
이번에 렬 꿀템들 만나서 
더 찰떡같이 메이컵 중이에요ㅋㅋㅋ
원래 쓰던건 건조함이 좀 부족해서
화장 지속력이나 밀착력이 떨어졌는데ㅜ
넘모 괜찮은걸 발견해버려서 정착할까 싶네용
무튼 오늘 그 제품들 공유하려고 하는데
촉촉함,피지 전부 잡아주는 루틴이라
수부지말고도 건성,지성 다 주목하셔도 좋아요
그 전에 미리 말씀드리지만,,,!
전부 내돈내산템들이라는거ㅎㅎ
그럼 빨리 보여드릴게여
MAMONDE ROSE WATER TONER
&
DIOMER BLACK CAVIAR WATER CREAM
저처럼 수분은 한없이 부족하고,
피지는 과다하게 나오는 분들은 공감할텐데
기초 제대로 안해주면 메컵 빨리 망가지죠?ㅜ
저 역시 매번 화장할때마다
기초화장품들 탄탄하게 발라주는데
어떤걸 써도 조합이 그저 그렇고,
정착할만한 제품들을 못찾겠더라구요
그러다 이번에 추천받아서 산 제품이 있는데
그거슨 바로 마몽드 로즈워터 토너와
디오메르 블랙캐비어 수분크림이에욤ㅎㅎ
마몽드 로즈워터 토너의 경우 
닦토로 쓰기 좋으면서 
촉촉함까지 잘 전달해주는 타입이라고해요.
저는 피지,노폐물 정돈 잘되는건 많이 써봤지만
수분감까지 잡아주는건 못봤거든요?
근데 이건 써보니깐 추천해준 이유를 알겠더라고요
디오메르 블랙캐비어 수분크림은
젤 타입이라 무겁지도 않고
수부지,지성들이 쓰기 딱 좋다는데
저 항상 보습감땜에 무거운거 썼단말이에요ㅜ
글서 이번 기회에는 요걸 질러봤는데
오,,진짜 넘모 가볍고 바로 촉촉해지는거있죠
특히 이 두 조합이 넘넘 잘 맞는데
무겁지않으면서 화장은 핵잘먹게끔 해주니깐
잇님들께도 꼬옥 공유해드리고 싶어요:)
MAMONDE ROSE WATER TONER_250ml
제가 사용하는 순서대로 보여드릴게욤
먼저 마몽드 로즈워터 토너는
위에서도 말씀드렸지만 닦토용으로 샀는데요.
흡수도 빠르고 수분 전달력이 좋아
닦토 외에 여러 용도로도 쓰기 좋은듯해요.
저도 팩으로 사용하기도 하구
흡토 등등 다양하게 쓰고있는데
피지까지 잘 정돈해주니깐
화장 전 기초케어 제품으로 딱이에요ㅋㅋ
심지어 250ml의 넉넉한 용량이라
팍팍 써도 한달은 쓸수 있거든요?
저는 화장품 살때 가성비도 따져보는데
이건 가성비 괜츈한 타입이라 추천드림다~
들어있는 성분들도 순한거 위주라서
민감성들이 쓰기 좋아요.
저도 요즘은 마스크땜에 피부가 예민해졌는데
이거 쓰면서 자극적이라거나 그런거 못느꼈슴당
여기엔 대표적으로 장미수가 들어있어요.
다마스크 장미수가 들어있는데 
보통 스킨 성분보면 정제수가 대부분 차지하잖아요?
근데 이건 물 대신 장미수90,97%를 함유해서
촉촉함을 훨씬 잘 느낄수 있고
진정과 동시에 생기까지 부여해준다고 하네요.
DIOMER BLACK CAVIAR WATER CREAM_50ml
스킨으로 1차 각질정돈,보습케어 해주고난 후
디오메르 수분크림으로 마무리해주는데요.
이게 가벼운 젤 타입이라
저처럼 피지가 과다하게 나오는 분들도
산뜻하게 바르기 좋을거 같아요.
실제로 이거 쓰고나면 피부가 무겁지않고
보습이 쫘악 잡히니깐 메컵 지속력도 길어지고
쉽게 들뜨지 않더라구요ㅋㅋㅋ
무엇보다 쿨링감이 댑악인거 같아요bb
화장 잘 안먹는 이유 중에 하나가
피붓속 열감인데 이게 쿨링감이 좋아서
그 열감까지 잘 잡아주는거있쬬!!
진짜 추천받고 안샀음 후회할뻔요ㅜ
여기엔 블랙캐비어가 들어있는데
캐비어는 영양을 풍부하게 넣어주고
흡수력을 높여주는 성분이에요.
어떤 제품들보면 흡수력이 안좋아서
화장을 더 잘 뜨게하고 그러던데
이건 바르는대로 슉슉 잘 흡수되니깐
들뜸없이 깨끗하게 메컵 가능하더라구요
외에도 순한 성분들이 풍부하게 들어있어서
이것역시 저자극으로 기초케어할수 있답니당
마몽드 로즈워터 토너는 원터치 타입으로
뚜껑을 열고 손에 덜어내 쓰면 돼요.
다만 제형이 물처럼 묽은 타입이라
손에 덜어낼때 줄줄 흐르는거 주의하심 됩니당,,
엄청 워터리해서 사진찍기 좀 힘들었는데
점성이 전혀 없으니깐 화장솜을 이용해
발라주는걸 추천드릴게요ㅋㅋ
점도가 아예 없다고해서 촉촉함이 덜하거나 
증발이 된다거나 그런것도 아니에요.
위에서도 말씀드렸지만
마몽드 로즈워터 토너는 정제수보다 
장미수 함량이 높아 보습감을 
충분히 느낄수 있답니당!
동시에 노폐물 정돈까지 말끔히 되니깐
메이컵 전에 써주기 딱 좋은 잇템인듯해요.
저는 이게 진정효과도 뛰어나서 
스킨팩처럼 쓰기도 하는데요.
솔직히 아침엔 시간이 부족해서
이런 방법은 저녁 위주로 활용중이에요.
무튼 솜에 적당량 묻혀준 뒤에
이걸 얼굴에 10분 정도 올려놔주면!
쵸크쵸크함+진정 한번에 느낄수 있어여:)
확실히 점성이 없는 물토너 중에선
이게 흡수력도 좋고, 증발도 잘 안일어나니깐
다양하게 활용하기 좋은거 같아요
디오메르 블랙캐비어 수분크림은
단지형 타입으로 뚜껑을 열면
보호캡이 하나 더 들어있어요.
이게 공기랑 접촉되는걸 막아주는데
공기랑 계속 닿으면 변질 빨리되는거 아시죠?
그것도 그렇고 내용물이 굳기때문에
단지형 타입을 싫어하는 분들이 있는데
디오메르 제품은 보호캡이 있어
훨씬 오랫동안 사용하기 좋아요.
먼지 유입도 막아줘서 위생적이랍니닷
제형은 젤 타입이라고 말씀드렸는데
완전한 수딩젤st는 아니고,
영양이 밀도있게 채워진 젤크림 텍스쳐에요.
유수분 밸런스도 잘 맞춰져있기때문에
발랐을때 답답함이 거의 없는데요.
보습감까지 뛰어나 지성,복합성 분들도 
데일리하게 쓰기 좋답니당
쿨링감도 있어서 열감을 내려주는데
열감이 내려가면서 피지도 덜 나오게끔 도와주고
그럼서 자연스레 트러블 문제도 해결돼요.
저도 요즘들어 좁쌀 잘 안올라오는데
피지가 그만큼 많이 줄어서 그런가봐요
수분크림 추천
재생 수
14
1
00:00 | 00:11
화질 선택 옵션
자동

접기/펴기
수분크림 추천
다 발라주고나면 피붓속은 촉촉해지구
겉은 쫀득하게 바뀌니깐
메컵이 찰떡같이 잘 먹어요ㅋㅋ
솔직히 그 전에 쓰던 기초 제품들은
금방 마르고 탄력을 올려준다는 느낌은 없었는데
이건 완전 다르더라구요!!!
무엇보다 답답함까지 없기때문에
아마 호불호 1도 안갈릴듯함당
흡수도 금방 되는 st이라 끈적임이 안남아요.
끈적거리면 하루종일 짜증나는데
산뜻한 마무리감이라 넘넘 좋네요♥
이건 마몽드 로즈워터 토너와
디오메르 수분크림 둘다 발라준 모습인데
은은한 광이 올라오면서 쵹쵹하게 마무리됐져?
잇님들은 사진으로 보시는거라 
실제로 어떨지 감이 잘 안올수 있는데
렬 얼굴에서 광채 장난아니게 돌아요ㅋㅋㅋ
물론 광은 금방 사라지지만,,
보습감은 꽉 채워져 있는 상태라
메이크업이 훨씬 잘 먹는답니당
피지 조절까지 완벽하게 도와줘서
무너짐이 잘 안나타나는데
잇님들도 꼭 이 조합 따라해보세요ㅜ
진심 강력추천할게요><",
"하이하이 ~ ♥
하 드뎌 재택근무가 곧 끝나서 다행이야. 
다음주면 끝나는데, 그 전에 포스팅 미뤄둔거 
이것저것 올리려고 엄청 노력중 ㅋㅋㅋ 
맨날 바빠서 미루고 미루다가 
재택하니깐 맨날 집에서 포스팅만 하는듯 
맨날 생각하는거지만 난 블로그라도 
열심히해서 정말 다행인듯 
이거 아니면 집에서 뭐하고 지내나 싶어.. 
진짜 답답하고 따분할 것 같음 ㅠㅠ 
암튼 오늘은 내가 평소 잘쓰는 기초템들 가져와써
지성, 건성 모두에게 도움이 되겠지만 
나와 같은 수부지들 집중하길바람 
마몽드 로즈워터 토너 & 더하르나이 하이줄렌 크림 
내가 몇년 째 고집하고 있는 꿀꿀조합이야! 
이거 2개만 있으면 수분폭발 가능함 
나 수부지라서 굉장히 까다로운거알지?
내 포스팅 많이 본 잇님분들은 알겠지만
베이스는 진짜 깐깐하게 고르거든. 
기초 베이스는 소중하니깐 ♡
진짜 속은 건조함 장난 아니고 겉은 
번들거림이 너무 빨리 올라오는 스트라서 
맨날 유목생활했는데 이거 2개 알고나서는 
쭈-욱 이걸로 정착중 
그럼 하나하나씩 칭찬 타임 가질께. 
미리 말하지만 둘 다 내돈내산임 
마몽드 로즈워터 토너는 워낙 유명하지
거의 국민 토너 아니야? 
내 친구들도 거의 다 마몽드꺼 쓰더라구 
난 원래 장미향 진짜 좋아하는데 
이건 장미향이 은은하게 퍼져서 넘 좋음 ㅠ ㅠ 
향때문에 호불호가 좀 많이 갈리지만 
사용감 가지고 별로라는 사람 본적은 드물어 
이건 진짜 시간이 지나도 꾸준하게 
사람들이 많이 애용하는 것 같아 
그만큼 좋아서 그런거겠지?
맨 처음엔 그냥 대란이길래 샀었는데 
이젠 몇년 째 이것만 고집해서 쓰는중 ㅋㅋ 
한번 쓰면 계속 쓰게 된다고 친구가 그랬는데
유목민인 나도 정착할줄은 몰랐음 
마몽드 로즈워터 토너는 순해서 더 인기 많은 것 같아 
사용감도 좋지만 순하기 때문에 자극이 없거든 
나도 예민성이라서 조금만 독해도 
피부에 오돌토돌 뭔가가 올라오는데 
이걸로 바꾸고나선 오히려 피붓결이 많이 좋아졌으 
원래 토너에 정제수가 들어가는거알지? 
거의 90%는 정제수가 많이 들어간다고 해 
근데 이건 물 대신에 장미수를 90.97%를 
함유했기 때문에 훨씬 촉촉하면서 
진정에 매우 탁월하다고 해 
다마스크 장미가 원래 진정과 보습 효능이 뛰어나대
항산화 효과도 뛰어나기 때문에 피부를 맑고 
생기있게 만들어주는데 도움을 준대 
마몽드 로즈워터 토너를 바르고 나서는 
꼭 더하르나이 하이줄렌 크림을 발라줘. 
부족한 영양과 보습을 더욱 충전해줘야 하거든 
이거 디자인 넘 예쁘지않음?
솔직히 첨엔 디자인때문에 엄청 끌렸거든 
내가 또 핑크랑 하늘색 좋아하는데 
둘 다 파스텔 톤이라 화장대 볼때마다 예쁨 ㅋㅋㅋ 
이건 약산성템으로 엄청 순해. 
우리 피부와 유사한 pH를 갖고 있기 때문에 
그냥 발라주기만 해도 알아서 
밸런스를 맞춰주고 유지시켜주거든 
그래서 민감성들은 약산성을 고집하잖아
이거 쓰고나니깐 다른 크림은 못 바르겠더라구.. 
그리고 이건 캐모마일꽃수가 베이스이기 때문에 
얘 역시 진정에 매우 탁월하다고 해 
그리고 아줄렌, 어성초 추출물, 하이드롤라이즈드 콜라겐 
등등 정말 여러가지 스킨케어 성분이 들어있음 
어성초 추출물은 많이들 들어봤을꺼야 
피지 조절에도 좋고 트러블개선에도 좋고! 
그리고 아줄렌은 고대 의약품에 쓰일정도로 
자극 완화에 도움되는 성분이라고해 
이 크림은 정말 트러블러들한테도 좋을듯 
하이드롤라이즈드 콜라겐은 보습과 탄력을 
공급해주는 성분으로 일반 콜라겐보다 
효과가 4배나 더 뛰어나다고해 
진심 이것때문에 바르면 계속해서 촉촉한가봐 
마몽드 로즈워터 토너 꿀조합
재생 수
72
0
00:00 | 00:06
화질 선택 옵션
자동

접기/펴기
마몽드 로즈워터 토너 꿀조합 이닿
마몽드 로즈워터 토너부터 제형 보여줄께-
제형을 보여주기 전에 얘는 
뚜껑이 원터치 형식이라 짱짱 편함 
돌려쓰지 않는거라서 그냥 열고 닫으면 되니깐 
바를 때 훨씬 편하더라구 
그리고 입구가 좁아서 양조절도 매우 쉬움 
완전 묽은 워터리 타입이라서 
입구가 넓으면 이리저리 흘릴텐데 
그걸 보완했기 때문에 넘 쓰기 편해 
너무 묽기때문에 사진 찍기 어려워서 
영상으로 대체했음 ㅎㅎ 
진짜 딱 흐르는 물이라고 생각하면 됨 
점도가 하나도 없어서 산뜻한 타입이야 
근데 점도가 하나도 없으면 촉촉하지 않을까봐 
첨에 걱정했는데 전혀 노노 ! 
물에서부터 보습력이 강하게 느껴지기 때문에 
바르고나면 바로 촉촉해지더라구
아무래도 일반 정제수가 아니라 
장미수라서 훨씬 촉촉한 느낌이 강한가봐 
그래서 정말 데일리하게 잘 쓰고 있어
메이크업 잔여물때문에 닦토하는거 선호하는데
닦토를 해도 속건조가 느껴지지않아 
닦토를 하던 흡토를 하던간에 
상관없이 수분감을 바로바로 부여해주고 
또 증발이 빨리 되지 않아서 좋음 
진짜 이건 건성,지성,수부지 피부 타입 
상관없이 무난무난하게 쓰기 좋아 
하이줄렌 크림은 용기가 단지형이야! 
근데 용기에서도 장점이 있음 
입구가 넓기 때문에 제형을 덜어낼때 넘 편해 
단지형도 입구 좁고 세로로 긴게 있는데
그런건 너무 불편하더라구 
글고 다른 단지형은 스파츌러 포함도 아니고 
만약 같이 들어있다고 하더라도 
같이 둘 때가 없어서 맨날 잃어버리거든 ㅠㅠ ?
근데 이건 따로 스파츌러 공간이 있어서
그냥 쓰고 바로 물티슈로 닦아서
넣어두고 뚜껑 닫으면 끝이라서 
잃어버릴 일이 없으니깐 넘넘 좋아 
아! 그리고 이거 제형은 하얀색이 아니라 
푸른빛을 도는데 이건 인공색소가 아니라 
아줄렌 고유 색상때문에 그런거라니깐 참고하길-
글고 완벽한 젤형이라서 엄청 가벼워 
가볍기 때문에 발림성도 부드러움 
젤형이라서 이것 역시 수분증발이 
빨리되면 어쩌나 싶었지만 
속까지 바로바로 촉촉해지고 오래가더라 
글고 내가 아까도 말했듯이 수부지들은 
속은 촉촉+겉은 산뜻해야하잖아 
이게 딱 그런 스탈이라서 다들 만족해할꺼임 
진짜 유분기보다 수분기가 훨씬 많아서 
바르고난 후에도 매우 산뜻하거든 
겉은 바로 매끈해지고 산뜻해서 
기름기도 없고 끈적임도 없으니깐 넘넘 편해 
이게 쿨링감도 엄청나기 때문에 
홍조나 붉은기 진정에도 엄청 좋더라구. 
아무래도 열감을 확실히 내려줘서 그런듯 
가끔 엄청 푸석하거나 거칠다 싶은 날에는 
밤에 듬뿍 발라서 슬리핑팩으로 활용하기도해 
그럼 담날 아침에 완전 보들보들해지거든 
글고 사용감이 너무 좋아서 
아침에도 문제없이 꾸준히 바르는중야 
역시 끈적임이 남아있지 않으니깐 
언제든지 발라도 무난하니깐 넘 좋음 
데일리하게 바르는 중 : )
내가 마몽드 로즈워터 토너를 바르고나서 
하이줄렌 크림으로 마무리한 얼굴이야
이렇게 2개만 발라도 수분감이 엄청나서 
뭘 덧바르지 않아도 되니깐 편함 
그리고 진정 효과도 넘넘 좋고 
진짜 스킨이나 크림은 이거 2개 강추해
평소 나처럼 속당김은 확실히 잡아주고 
유분감 별로 없고 끈적임 없는 마무리를 원한다면 
이 꿀조합 써보길 추천함 
그럼 포스팅 여기서 마무리할께 : )
오늘도 봐줘서 고맙다능 ",
"가볍게 쓰기 좋은 알짜배기 기초 루틴을 들고왔지요-
₊·*◟(⌯ˇ- ˇ⌯)◜‧*･
 제가 진짜 요즘 쓰고 있는 기초들이에요.
광고나 협찬이 아니라!
여러분들이 제일 좋아해 주시는 컨텐츠죠.
내돈내산 하울, 리얼 찐후기, 한달 사용기~
 그중에서도 손이 제일 많이 가는 조합으로 가지고 왔어요.
그냥 이것밖에 안 써서 보여드릴게 이것밖에 없다 해도
과언이 아닐 정도.
그만큼 무난하고 베이직한데, 관리 효과는 또 좋습니다.
그러니까 쓰는 거겠쥬?
마몽드 로즈워터 토너 & 디오메르 블랙캐비어 워터크림
  이보다 간단할 수 없드아....★
솔직히 뷰티블로거면 이것저것 쳐발쳐발 할만한데
제 귀차니즘을 이길 수 없나 봅니다.
 저는 진짜 건조해서 찢어지기 직전이라든가,
여드름 폭발하는 시기 아니면 스킨&크림 단계만 해줘요.
가장 베이직하면서도 피부에 무리가 안 가더라구요.
 오히려 많은 단계를 거쳐주면 자극만 가고,
피부 유수분 밸런스 무너지는 지름길......
제가 직접 겪어봐서 그런 거일수도 있어요.
한때 엄청 겹겹이 레이어링해가며 좋다는 제품들
죄다 써봤는데, 오히려 악효과만 봤음 -_-
 그래서 잠깐 오돌토돌 좁쌀들도 일어나고
피붓결도 퍼석퍼석 거칠어지고 말이 아니었는데 ㅋㅋㅋ
요새는 마몽드 로즈워터 토너 & 디오메르 수분크림으로
잘 관리해 주니까 이정도 컨디션 나와욤.
룰루~ (ง˙∇˙)ว
 저처럼 기초 관리 때문에 피부 뒤집어지신 분들도
오늘 포스팅 참고하면 좋을 거예요.
피부과 다니면서 알아보니까 '자기한테 잘 맞는' ,
'자기 피부가 필요로하는 기초 제품만 간단하게'
챙겨주는 것이 베스트래요.
 물론 '간단하게'라고 해서 '스킨만 찹, 로션 하나만 찹'
이런 걸 뜻하는 건 아닙니다!
 저는 지금 마몽드 토너로 닦토 + 흡토를 해주며
피부의 유수분 밸런스를 맞춰 주고,
피지 관리, 피붓결 관리를 해주고 있어요.
 그리고 디오메르 블랙캐비어 워터크림으로
수분 충전, 장시간 보습막 형성을 해주며 
속당김을 방지하고 피붓결 컨디션 케어 해주는 식!
자기 피부가 필요로 하는 케어는 다 해줘야 한다는 거죠.
대신 한 제품을 설정할 때 자기랑 잘 맞되,
필요로 하는 역할을 온전히 해주냐~를 보면 될 것 같아요.
 저는 이렇게 두 가지가 싹이라는 걸 알게 됐구요
일단 저랑 잘 맞았고, 써보니까 제품 퀄이 넘 좋았음.
피부에 찹 달라붙는 ST....
 이것이 찐 경험담에서 나오는 바이브.
우선 마몽드 로즈워터 토너를 보시면
마몽드 했을 때 대표적인 기초인데,
사실 이런 '스킨'이 아무리 순하다 해도
정말 순하기만 하면 '물' 그 이상도 이하도 아니잖아요 ㅠ
 저는 '알코올'처럼 화하고 따갑지 않으면서
피붓속 유분기는 잡아주고,
적절한 수분감은 채워넣어 주는 게
스킨의 진정한 제역할이라고 생각해요.
 그런 면에서 마몽드가 딱 제 역할을 했달까 (๑❛ڡ❛๑)
디오메르 블랙캐비어 워터크림은 진짜 인생템급.
아니 걍 인생템이에요.
 마몽드 로즈워터 토너랑 쓰기 딱 좋은것도 있지만
그냥 단독으로 봤을 때도 좋을 수밖에 없어요.
에스테틱샵 제품인만큼 샵에서 쓰는 이유가 있겠죠 ㅋ
 성분도 순하고 좋은데, 비싸서 먹어보지도 못한
'블랙 캐비어' 성분이 들어있거든욤.
비싼 성분인만큼 수분 유지력이 진짜 좋은 듯.
이걸로 마무리해주면 24시 연예인 물광 피부랄까 ~.~
하나하나 본격적으로 리뷰해볼게요 :)
  마몽드 로즈워터 토너 [250ml]
15,000원
 다마스크 장미수만으로 이루어졌다해도 과언이 아님.
장미수가 90.97% 함유되어 있어요.
 올리브영에서 구매하면 약 만오천원 가량 하는데,
'다마스크 장미수' 들어있는 제품치고 진짜 저렴한 편임요
용량도 250ml면 낭낭한 편이고!
텍스처는 완전 물 스킨이죠.
보통 물스킨은 피부를 맑게 만들어 주지만
보습력은 없다고 생각함. 개인적으로.
그런데 '다마스크 장미수'가 함유돼서 그런지
깔끔한데도 보습력이 꽤 있더라구욤
 덜어내자마자 깊은 장미향이 확 나요.
개인적으로 화장품에서 꽃향 나는 걸 선호하지 않았는데
이번에 쓰는 건 공교롭게 꽃향기가 남.
그런데 향기로워서 괜찮더라구요?
막 머리 아픈 꽃 향수 ST이 아니라 은은하게 좋은 향.
저는 화장솜에 적셔서 닦토 하는 형식으로 쓰고 있어요.
조금만 묻혀도 흥건하게 젖더라구욤.
이것이 물스킨의 장점.
 충분히 적신 다음에 얼굴을 닦아내 주면
매끈하게 결 정돈 되고, 피지 정리도 됨!
 보통 닦토만 해 주면 보습감을 느끼기 어려운데
이건 어느정도 피붓속까지 수분감을 넣어줘요.
물논 전 악건성이기 때문에 수분크림 캐캐캐필수.
닦토 해 줬으면 호다닥 수분크림 발라 줘야 돼요.
  디오메르 블랙캐비어 워터 크림 [50ml]
29,000원
 이것도 그 비싼 '블랙캐비어'가 주성분으로 들어있는데,
덕분에 수분 손실을 막아 주며 보습 효과가 뛰어남.
또 에스테틱 특허 성분인 그린 토마토 추출물이
들어 있어서 영양감도 좋아요 :D
 에스테틱샵에서 실제로 쓰는 제품치고는 저렴한 편인데
기능성, 사용감도 너무 좋아서 핵 만족 중 ;;
세일하면 쟁일 예정.
이것도 이름처럼 '워터 젤리' 느낌
이런 텍스처 넘 고급지지 않나요 ㅜ_ㅜ
이제 그냥 꾸덕하고 하얀? 베이직한 크림 안 써요
아니 못 써요. 젤 타입 한번 써보니 젤 타입만 쓰게 됨.
 훨씬 촉촉하니까 수분감도 좋고,
쿨링감까지 돌아서 피부를 진정시켜줘요.
자연스레 홍조를 가라앉혀주니까 얼굴 톤이 균일해짐.
물광물광해지면서 빨갰던 피부가 하얘지니까
사용하고 나면 얼굴 화사해지고 넘 맘에 들음 ㅠㅠㅠㅠ
마몽드 로즈워터 토너
재생 수
9
0
00:00 | 00:06
화질 선택 옵션
자동

접기/펴기
마몽드 로즈워터 토너
펴바를 때도 넘나 촌득한 것.
반투명한 젤리 타입이라 펴바르면 이런 느낌.
 수분감이 지이인짜 충만해서 막 빛나요.
연예인들이 피부관리샵 왜 다니는지 알겠음.
이런 느낌의 물광은 어떻게 내나 싶었는데
애초부터 촉촉한 기초를 쓰면 되는 거네요 ㅎ_ㅎ...
그것도 모르고 물광 베이스만 엄청 찾아댔는데.
 속건조 심해서 항상 화장 뜨는 분들한테도 추천하고픔.
연예인 물광 메이크업 선호하는 분들도 알아두면 좋을듯!
사용하는 방법은 말씀드린 것처럼~ 간단해요.
화장솜에 충분히 적신 뒤 닦아내주면 됩니다.
 세안 직후에 이 단계를 꼭꼭꼭 해줘야 해요.
아무리 세안을 하더라도 노폐물이라든가
수건의 먼지 등이 달라붙을 수 있기 때문에!
이렇게 해주면 모공 속에 노폐물 쌓이는 것도
방지할 수 있고 잔각질도 한번씩 더 정돈돼요.
맑은 수분감도 어느정도 채워주니 개꿀 b
마몽드 로즈워터 토너는 솜에 흡수도 잘 되고
워낙 촉촉하기 때문에 닦토용으로 진짜 딱임.
 솜에 잘 흡수되지 않는 것들은 내용물을 낭비하게 되는데
이건 조금만 적셔 줘도 솜에 완벽하게 흡수돼서
용량도 아낄 수 있고 좋드라구요
깔끔하고 맨질맨질해진 얼굴 위에
블랙캐비어 수분크림으로 마무리해주면 꿀 ♥
 살결 반지르르해진 거 보이시냐구요....
저 홍조 때문에 항상 울긋불긋해서
여드름 피부(?) 같아 보였었는데, 전혀 안 그렇죠.
오돌토돌했던 피지라든가 모공 등등도 싹 가라앉고
맨손등으로 살결 느껴보면 핵부들. 쫀쫀.
진짜 탱글탱글해져서 만족스럽습니다.
열분,, ㄹㅇ 이 조합 쵝오예요...;;
마몽드 & 디오메르 평생 쓸 거예요 ㅠㅠㅠ",
